job,cjsdn3peh02fd08850wvudcwt,cjsdn3v7d02fh0885qldhfqyj,cjsdn3yun02fl088594dlaoh7
cjsdn3peh02fd08850wvudcwt,0.0,0.0,0.0
cjsdn3v7d02fh0885qldhfqyj,0.0,0.9999999999999998,0.7071067811865475
cjsdn3yun02fl088594dlaoh7,0.0,0.7071067811865475,1.0
